id,title,title_alt,school_year,program,category,division,composer,arranger,publisher,score_name,performance_note,purchase_note,source_url,source_label,publisher_url,verification_status,last_verified_at,tags,notes
hist-ind-097-096,兩杯茶,,97,口琴獨奏,口琴獨奏,高中職,Vincent Youmans,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-097-097,西班牙姑娘 La Spagnola,,97,口琴獨奏,口琴獨奏,高中職,V.De Chiara,茒永泰,高雄天韻口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-097-098,美國巡邏兵,,97,口琴獨奏,口琴獨奏,大專,Franck W. Meacham,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-097-099,大海啊故鄉,,97,口琴獨奏,口琴獨奏,大專,中國歌謠,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-097-100,刺激,,97,口琴獨奏,口琴獨奏,大專,Scott Joplin,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-101,哆啦A夢,,99,口琴獨奏,口琴獨奏,國小,,蕭莉君,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-102,布拉姆斯搖籃曲Brahms Wiegenslied,,99,口琴獨奏,口琴獨奏,國小,J. Brahms,茒永泰,高雄天韻口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-103,菩提樹,,99,口琴獨奏,口琴獨奏,國小,舒伯特,鄭俊仁,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-104,孤戀花,,99,口琴獨奏,口琴獨奏,國中,楊三郎,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-105,登山,,99,口琴獨奏,口琴獨奏,國中,Luigi Denza,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-106,別在星期天,,99,口琴獨奏,口琴獨奏,國中,曼諾斯.哈德吉達克斯曲,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-107,風流寡婦,,99,口琴獨奏,口琴獨奏,高中職,L. Franz,劉志明,高雄市兒童口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-108,小夜曲,,99,口琴獨奏,口琴獨奏,高中職,T. Reilly,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-109,科羅拉多之月,,99,口琴獨奏,口琴獨奏,高中職,美國民謠,茒永泰,高雄天韻口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-110,美麗的陽光,,99,口琴獨奏,口琴獨奏,大專,卡普阿,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-111,青青牧場,,99,口琴獨奏,口琴獨奏,大專,捷克民謠,蔣榮欽,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-099-112,比才小步舞曲,,99,口琴獨奏,口琴獨奏,大專,比才,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-113,海肯斯小夜曲,,101,口琴獨奏,口琴獨奏,國小組,海肯斯,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-114,老黑爵,,101,口琴獨奏,口琴獨奏,國小組,S. C. Foster,茒永泰,,,,,https://web.arte.gov.tw/music/upfile/history/101學年度全國學生音樂比賽指定曲(全).pdf,101學年度全國學生音樂比賽指定曲（全）,,official-pdf,2026-07-16,個人/歷年指定曲,XLS備註：＜5分
hist-ind-101-115,快樂組曲,,101,口琴獨奏,口琴獨奏,國小組,L. v. Beethoven,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-116,雨夜花,,101,口琴獨奏,口琴獨奏,國中組,台灣民謠,楊樹林,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：＜5分
hist-ind-101-117,霍夫曼船歌,,101,口琴獨奏,口琴獨奏,國中組,澳芬巴哈,劉志明,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-118,青青牧場,,101,口琴獨奏,口琴獨奏,國中組,捷克民謠,蔣榮欽,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-119,森林之熊,,101,口琴獨奏,口琴獨奏,高中職組,美國民謠,楊樹林,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：＜5分
hist-ind-101-120,K134第一樂章,,101,口琴獨奏,口琴獨奏,高中職組,W. A. Mozart,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-121,別離曲,,101,口琴獨奏,口琴獨奏,高中職組,F. Chopin,蕭莉君,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：＜5分
hist-ind-101-pdf-001,相思河畔,,101,口琴獨奏,口琴獨奏,大專組,泰國民謠,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/101學年度全國學生音樂比賽指定曲(全).pdf,101學年度全國學生音樂比賽指定曲（全）,,official-pdf,2026-07-16,個人/歷年指定曲,官方歷年 XLS 遺漏；依 101 學年度官方指定曲 PDF 補錄
hist-ind-101-122,桂河大橋,,101,口琴獨奏,口琴獨奏,大專組,Arnold Malcolm,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-101-123,春之歌,,101,口琴獨奏,口琴獨奏,大專組,F. Mendelssohn,楊樹林,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：＜5分
hist-ind-103-124,刺激,,103,口琴獨奏,口琴獨奏,國小組,Scott Joplin,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379
hist-ind-103-125,舒伯特搖籃曲Schubert Wiegenslied,,103,口琴獨奏,口琴獨奏,國小組,F. Schubert,茒永泰,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(07)3227132 高雄市三民區敦化街43號
hist-ind-103-126,孤挺花,,103,口琴獨奏,口琴獨奏,國小組,吉斯,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379
hist-ind-103-127,快樂的流浪者,,103,口琴獨奏,口琴獨奏,國中組,Moller,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379
hist-ind-103-128,鼓聲隆隆,,103,口琴獨奏,口琴獨奏,國中組,董尼采第,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379
hist-ind-103-129,送別,,103,口琴獨奏,口琴獨奏,國中組,李叔同,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940380
hist-ind-103-130,雨滴不斷打在我頭上Raindrops Keep Falling on My Head,,103,口琴獨奏,口琴獨奏,高中職組,B. Bacharach,茒永泰,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(07)3227132 高雄市三民區敦化街42號；XLS出版社欄：限定版本
hist-ind-103-131,獵人合唱,,103,口琴獨奏,口琴獨奏,高中職組,Weber,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379；XLS出版社欄：限定版本
hist-ind-103-132,月光下的獨航,,103,口琴獨奏,口琴獨奏,高中職組,P. Wenrich,茒永泰,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379；XLS出版社欄：限定版本
hist-ind-103-133,清晨,,103,口琴獨奏,口琴獨奏,大專組,Edvard Grieg,蕭莉君,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379；XLS出版社欄：限定版本
hist-ind-103-134,拿坡里舞曲,,103,口琴獨奏,口琴獨奏,大專組,Tchaikovsky,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940382；XLS出版社欄：限定版本
hist-ind-103-135,美國巡邏兵,,103,口琴獨奏,口琴獨奏,大專組,Franck W. Meacham,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS備註：(03)4940379；XLS出版社欄：限定版本
hist-ind-105-136,蝶戀花,,105,口琴獨奏,口琴獨奏,國小組,洪ㄧ峰,楊樹林,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-137,PICNIC( 野餐 ),野餐,105,口琴獨奏,口琴獨奏,國小組,英國民謠,陳鴻儀,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-138,小白花,,105,口琴獨奏,口琴獨奏,國小組,奧地利民謠,永泰,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-139,星條旗進行曲,,105,口琴獨奏,口琴獨奏,國中組,J. P. Sousa ( 蘇沙 ),盧鴻麟,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-140,Der Vogelfanger bin ich ja( 我是快樂的捕鳥人 ),我是快樂的捕鳥人,105,口琴獨奏,口琴獨奏,國中組,W. A. Mozart,陳瑤容,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-141,Gavotte（嘉禾舞曲）,嘉禾舞曲,105,口琴獨奏,口琴獨奏,國中組,Gossec,盧鴻麟,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-142,Volevo un Gotto Nero,,105,口琴獨奏,口琴獨奏,高中職組,義大利民謠,陳鴻儀,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-143,故鄉的親人,,105,口琴獨奏,口琴獨奏,高中職組,Foster,楊樹林,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-144,別離曲,,105,口琴獨奏,口琴獨奏,高中職組,F. F. Chopin,蕭莉君,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-145,兩杯茶,,105,口琴獨奏,口琴獨奏,大專組,Vincent Youmans,陳鴻儀,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-146,第21號鋼琴協奏曲K467 II,,105,口琴獨奏,口琴獨奏,大專組,W. A. Mozart,陳瑤容,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-105-147,Besame Mucho,,105,口琴獨奏,口琴獨奏,大專組,Consuelo Velazquez,陳鴻儀,臺灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-148,快樂的流浪者,,107,口琴獨奏,口琴獨奏,國小組,Moller,陳鴻儀,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-149,西風的話,,107,口琴獨奏,口琴獨奏,國小組,黃自,賴建穎,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-150,胡桃鉗組曲之序曲,,107,口琴獨奏,口琴獨奏,國小組,P.I.Tchaikovsky,陳瑤容,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-151,口琴奏鳴曲第一樂章,,107,口琴獨奏,口琴獨奏,國中組,林家靖,林家靖,林家靖,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-152,往事難忘,,107,口琴獨奏,口琴獨奏,國中組,T. H. Bayly,張甫行,張甫行老師編曲,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-153,西湖春,,107,口琴獨奏,口琴獨奏,國中組,陳歌辛,盧鴻麟,臺北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-154,口琴奏鳴曲第二樂章,,107,口琴獨奏,口琴獨奏,高中職組,林家靖,林家靖,林家靖,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-155,鄉間的小路,,107,口琴獨奏,口琴獨奏,高中職組,葉佳修,賴建穎,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-156,Serenade of The Student Prince（學生王子之小夜曲）,學生王子之小夜曲,107,口琴獨奏,口琴獨奏,高中職組,Sigmund Romberg,陳鴻儀,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-157,別離曲,,107,口琴獨奏,口琴獨奏,大專組,F. F. Chopin,蕭莉君,臺北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-158,康城賽馬,,107,口琴獨奏,口琴獨奏,大專組,S. Foster,張甫行,張甫行老師編曲,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-107-159,Traumerei（夢幻曲）,夢幻曲,107,口琴獨奏,口琴獨奏,大專組,Schumann,永泰,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-160,黑白溜冰鞋,,109,口琴獨奏,口琴獨奏,國小組,林家靖,,Rolabo工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-161,小步舞曲 (Minuet),Minuet,109,口琴獨奏,口琴獨奏,國小組,J.S.Bach,陳鴻儀,獨特音樂(The Duet)工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-162,瑞士迎賓曲,,109,口琴獨奏,口琴獨奏,國小組,瑞士山歌,蕭莉君,台北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-163,Taiwan Identity_J,,109,口琴獨奏,口琴獨奏,國中組,姚舜凡,,丸玩琴音樂,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-164,A Garden in Italy (義大利花園),義大利花園,109,口琴獨奏,口琴獨奏,國中組,"Erwin ,Valentine",陳鴻儀,獨特音樂(The Duet)工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-165,桃花過渡,,109,口琴獨奏,口琴獨奏,國中組,台灣嘉南車鼓舞,陳鴻儀,獨特音樂(THE DUET)工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-166,回憶-迎神,,109,口琴獨奏,口琴獨奏,高中職組,郭芝苑,劉靜瑋,丸玩琴音樂,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-167,婚禮的祝福 (La Novia),La Novia,109,口琴獨奏,口琴獨奏,高中職組,Joaquin Prieto,茒永泰,高雄口琴藝術合奏團 (2018年12月31日版),,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-168,第二圓舞曲,,109,口琴獨奏,口琴獨奏,高中職組,蕭斯塔科維奇,SIBM盧,台北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-169,聽拉氏有感,,109,口琴獨奏,口琴獨奏,大專組,林家靖,,Rolabo工作室,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-170,紅玫瑰,,109,口琴獨奏,口琴獨奏,大專組,波蘭民謠,蕭莉君,台北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-109-171,望春風變奏曲,,109,口琴獨奏,口琴獨奏,大專組,鄧雨賢,SIBM盧,台北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-172,孤挺花,,111,口琴獨奏,口琴獨奏,國小組,吉斯,陳鴻儀,獨特音樂（The Duet）,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-173,媽媽的眼睛,,111,口琴獨奏,口琴獨奏,國小組,佚名(童謠),SIBM盧,臺北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-174,桃花鄉,,111,口琴獨奏,口琴獨奏,國小組,臺灣歌謠,陳鴻儀,獨特音樂（The Duet）,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-175,口琴奏鳴曲第三樂章,,111,口琴獨奏,口琴獨奏,國中組,林家靖,林家靖,林家靖,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-176,野宴,,111,口琴獨奏,口琴獨奏,國中組,英國民謠,彭仁傑,好魔力口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-177,茉莉花,,111,口琴獨奏,口琴獨奏,國中組,中國民謠,陳鴻儀,獨特音樂（The Duet）,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-178,挪威舞曲第2號,,111,口琴獨奏,口琴獨奏,高中職組,葛利格,陳晟禕,狂響口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-179,望春風,,111,口琴獨奏,口琴獨奏,高中職組,鄧雨賢,彭仁傑,好魔力口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-180,醉人的TANGO,,111,口琴獨奏,口琴獨奏,高中職組,E. V. Malderen,SIBM盧,臺北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
hist-ind-111-181,康城賽馬,,111,口琴獨奏,口琴獨奏,大專組,S. Foster,張甫行,,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,XLS出版社欄：限定版本
hist-ind-111-182,南都夜曲,,111,口琴獨奏,口琴獨奏,大專組,臺灣民謠,陳鴻儀,獨特音樂（The Duet）,,,,https://web.arte.gov.tw/music/upfile/history/個人/口琴獨奏.xls,官方歷年指定曲目 XLS：口琴獨奏,,official-xls,2026-07-03,個人/歷年指定曲,
